attr1,attr2,attr3,attr4,attr5,attr6,class
0.462365591398,00169811320755,0.166034155598,0.273364485981,0.370892018779,0.193442622951,0
0.322580645161,000188679245283,0.298861480076,0.478971962617,0.647887323944,0.213114754098,0
0.397849462366,00245283018868,0.260910815939,0.280373831776,0.427230046948,0.17868852459,0
0.397849462366,0180943396226,0.450664136622,0.38785046729,0422535211268,1,0
0.397849462366,0149056603774,0.440227703985,0.282710280374,0422535211268,0.726229508197,0
0.204301075269,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.763440860215,000188679245283,0.232447817837,0.415887850467,0.300469483568,0.352459016393,0
0.827956989247,000188679245283,0521821631879,0.158878504673,0.333333333333,0.286885245902,0
0.645161290323,0184716981132,0332068311195,0.184579439252,0.211267605634,0.203278688525,0
0.397849462366,000188679245283,0.137571157495,0.242990654206,0.281690140845,0.216393442623,0
0.881720430108,00547169811321,0.128083491461,0.217289719626,0.291079812207,0.190163934426,0
0.559139784946,00264150943396,0.175521821632,0.238317757009,0.347417840376,0.180327868852,0
0.698924731183,000188679245283,0.166034155598,0.247663551402,0.244131455399,0.244262295082,0
0.559139784946,000188679245283,0.190702087287,0.296728971963,0.417840375587,0.191803278689,0
0.52688172043,00754716981132,0.190702087287,0.275700934579,0.286384976526,0.24262295082,0
0.516129032258,000943396226415,0.166034155598,0.196261682243,0.295774647887,0.168852459016,0
0.58064516129,000188679245283,0.166034155598,0.235981308411,0.338028169014,0.181967213115,0
0.322580645161,00356603773585,0.279886148008,0.364485981308,0.384976525822,0.252459016393,0
0.569892473118,000754716981132,0.190702087287,0.135514018692,0.319248826291,0.109836065574,0
0.569892473118,000188679245283,0.175521821632,0.233644859813,0.347417840376,0.177049180328,0
0.645161290323,00188679245283,0.203984819734,0.207943925234,0.319248826291,0.168852459016,0
0.516129032258,000188679245283,0.118595825427,0.18691588785,0.380281690141,0.131147540984,0
0.290322580645,000188679245283,0.166034155598,0.193925233645,0.276995305164,0.175409836066,0
0.58064516129,9.43396226415e-05,0.260910815939,0.43691588785,0.69014084507,0.183606557377,0
0.849462365591,00356603773585,0.260910815939,0.235981308411,0.380281690141,0.165573770492,0
0.290322580645,9.43396226415e-05,0.147058823529,0.207943925234,0.323943661972,0.165573770492,0
0.666666666667,000566037735849,0711574952562,0.168224299065,0.30985915493,0.139344262295,0
0.623655913978,9.43396226415e-05,0.336812144213,0.214953271028,0.389671361502,0.147540983607,0
0.709677419355,00392452830189,0.185009487666,0.189252336449,0.361502347418,0.139344262295,0
0.913978494624,9.43396226415e-05,0.185009487666,0.179906542056,0.201877934272,0.203278688525,0
0.763440860215,00188679245283,0.156546489564,0.21261682243,0.276995305164,0.191803278689,0
0.827956989247,00452830188679,0.118595825427,0.198598130841,0.328638497653,0.155737704918,0
0.763440860215,00301886792453,0.203984819734,0.245327102804,0.43661971831,0.154098360656,0
0.763440860215,00356603773585,0.298861480076,0.255093457944,0.37558685446,0.180442622951,0
0.279569892473,00358490566038,0.137571157495,0.238317757009,0.37558685446,0.168573770492,0
0.655913978495,00490566037736,0.192599620493,0.179906542056,0.328638497653,0.144262295082,0
0.655913978495,00264150943396,0.365275142315,0.221962616822,0.305164319249,0.185245901639,0
0.688172043011,00377358490566,0.241935483871,0.308411214953,0.37558685446,0.219672131148,0
0.311827956989,000377358490566,0.241935483871,0.182242990654,0.305164319249,0.152459016393,0
0.849462365591,00150943396226,0.213472485769,0.285046728972,0.399061032864,0.190163934426,0
0.741935483871,00433962264151,0.166034155598,0.280373831776,0.30985915493,0.232786885246,0
0.602150537634,000566037735849,0.192599620493,0.280373831776,0.295774647887,0.24262295082,0
0.602150537634,00188679245283,0.203984819734,0.179906542056,0.239436619718,0.183606557377,0
0.494623655914,000566037735849,0.192599620493,0.226635514019,0.30985915493,0.188524590164,0
0.612903225806,00150943396226,0.203984819734,0.219626168224,0.31455399061,0.17868852459,0
0.612903225806,9.43396226415e-05,0.175521821632,0.282710280374,0.37558685446,0.2,0
0.376344086022,000566037735849,0996204933586,0.156542056075,0.192488262911,0.183606557377,0
0.161290322581,9.43396226415e-05,0.583491461101,0.591121495327,0.399061032864,0.396721311475,0
0.290322580645,00471698113208,0.241935483871,0.413551401869,0.638497652582,0.185245901639,0
0.591397849462,0154716981132,0.185009487666,0.14953271028,0.352112676056,0.111475409836,0
0.322580645161,00150943396226,0.241935483871,0.259345794393,0.338028169014,0.198360655738,0
0.58064516129,000566037735849,0.190702087287,0.172897196262,0.384976525822,0.12131147541,0
0.344086021505,000566037735849,0.232447817837,0.245327102804,0.342723004695,0.186885245902,0
0.440860215054,9.43396226415e-05,0.185009487666,0.296728971963,0.389671361502,0.203278688525,0
0.268817204301,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.731182795699,00356603773585,0.190702087287,0.25,0.394366197183,0.170491803279,0
0.301075268817,000377358490566,0.203984819734,0.203271028037,0.37558685446,0.144262295082,0
0.58064516129,000377358490566,0.336812144213,0.698598130841,0.732394366197,0.27868852459,0
0.58064516129,0143396226415,0901328273245,0.196261682243,0.305164319249,0.16393442623,0
0.301075268817,000377358490566,0.251423149905,0.235981308411,0.37558685446,0.16693442623,0
0.397849462366,00905660377358,0.222960151803,0.261682242991,0.305164319249,0.218032786885,0
0.41935483871,000377358490566,0.147058823529,0.217289719626,0.37558685446,0.154098360656,0
0.279569892473,00320754716981,0.175521821632,0.336448598131,0.469483568075,0.198360655738,0
0.52688172043,000377358490566,0.185009487666,0.278037383178,0.399061032864,0.186885245902,0
0.709677419355,00392452830189,0.128083491461,0.273364485981,0.370892018779,0.195081967213,0
0.709677419355,000377358490566,0806451612903,0.170560747664,0.253521126761,0.16393442623,0
0.612903225806,000377358490566,0.192599620493,0.242990654206,0.352112676056,0.181967213115,0
0.161290322581,00356603773585,0.469639468691,0.378504672897,0.50234741784,0.209836065574,0
0.333333333333,000471698113208,0.232447817837,0.240654205607,0.399061032864,0.160655737705,0
0.258064516129,00207547169811,0.203984819734,0.257009345794,0.370892018779,0.185245901639,0
0.774193548387,088679245283,0996204933586,0.116822429907,0.333333333333,0918032786885,1
0.827956989247,00132075471698,0.147058823529,0.233644859813,0.488262910798,0.132786885246,0
0.688172043011,0022641509434,0521821631879,0.13785046729,0.183098591549,0.168852459016,0
0.763440860215,00433962264151,0.185009487666,0.299065420561,0.37558685446,0.211524590164,0
0.784946236559,00245283018868,0.109108159393,0.203271028037,0.352112676056,0.152459016393,0
0.516129032258,000377358490566,0.185009487666,0.214953271028,0.366197183099,0.15737704918,0
0.731182795699,000377358490566,0.232447817837,0.285046728972,0.450704225352,0.173770491803,0
0.225806451613,000377358490566,0.166034155598,0.36214953271,0.333333333333,0.283606557377,0
0.397849462366,00735849056604,0.203984819734,0.13785046729,0.267605633803,0.127868852459,0
0.397849462366,00356603773585,0.190702087287,0.331775700935,0.352112676056,0.249180327869,0
0.451612903226,0.132075471698,0426944971537,00210280373832,0.399061032864,00131147540984,1
0.440860215054,0584905660377,0711574952562,0257009345794,0.469483568075,0147540983607,1
0.741935483871,00698113207547,0.190702087287,0.156542056075,0.300469483568,0.132786885246,0
0.741935483871,00169811320755,0.190702087287,0.158878504673,0.286384976526,0.139344262295,0
0.311827956989,000377358490566,0.175521821632,0.196261682243,0.333333333333,0.154098360656,0
0.290322580645,000377358490566,0.185009487666,0.264018691589,0.342723004695,0.2,0
0.612903225806,000377358490566,0.190702087287,0.593457943925,0.333333333333,0.460655737705,0
0.688172043011,000377358490566,0.175521821632,0.308411214953,0.370892018779,0.22131147541,0
0.451612903226,000377358490566,0.175521821632,0.224299065421,0.328638497653,0.177049180328,0
0.666666666667,000377358490566,0806451612903,0.252336448598,0.295774647887,0.216393442623,0
0.666666666667,00169811320755,0.192599620493,0.352803738318,0.483568075117,0.203278688525,0
0.666666666667,00264150943396,0.175521821632,0.271028037383,0.37558685446,0.191721311475,0
0.376344086022,00392452830189,0.222960151803,0.413551401869,0.549295774648,0.211475409836,0
0.752688172043,000377358490566,0.147058823529,0.280373831776,0.291079812207,0.245901639344,0
0.451612903226,000377358490566,0.190702087287,0.455607476636,0.417840375587,0.295081967213,0
0.451612903226,00490566037736,0.166034155598,0.315420560748,0.389671361502,0.216393442623,0
0.52688172043,000377358490566,0.166034155598,0.282710280374,0.366197183099,0.203278688525,0
0.440860215054,00433962264151,0996204933586,0.21261682243,0.253521126761,0.204918032787,0
0.58064516129,00392452830189,0711574952562,0.170560747664,0.272300469484,0.15737704918,0
0.559139784946,00584905660377,0.222960151803,0.198598130841,0.352112676056,0.149180327869,0
0.645161290323,000377358490566,0.355787476281,0.584112149533,0.441314553991,0.360655737705,0
0.387096774194,00356603773585,0.190702087287,0.266355140187,0.333333333333,0.206557377049,0
0.47311827957,000377358490566,0.185009487666,0.198598130841,0.37558685446,0.140491803279,0
0.268817204301,0207547169811,0.190702087287,0.203271028037,0.399061032864,0.137704918033,0
0.268817204301,000377358490566,0.479127134725,0.432242990654,0.455399061033,0.259016393443,0
0.89247311828,000377358490566,061669829222,0.315420560748,0.305164319249,0.265573770492,0
0.623655913978,00811320754717,0.109108159393,0.133177570093,0.300469483568,0.113114754098,0
0.655913978495,000377358490566,0711574952562,0.285046728972,0.333333333333,0.22131147541,0
0.709677419355,000377358490566,0.175521821632,0.25,0.394366197183,0.170491803279,0
0.709677419355,00528301886792,0.203984819734,0.240654205607,0.338028169014,0.185245901639,0
0.827956989247,0118867924528,0996204933586,0.126168224299,0.31455399061,0.103278688525,0
0.903225806452,000377358490566,0.118595825427,0.254672897196,0.352112676056,0.190163934426,0
0.559139784946,0471698113208,0332068311195,0864485981308,0.197183098592,0.101639344262,1
0.516129032258,00188679245283,0.147058823529,0.21261682243,0.352112676056,0.159016393443,0
0,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.204301075269,00169811320755,0.30834914611,0.359813084112,0.694835680751,0.149180327869,0
0.623655913978,000377358490566,0.260910815939,0.327102803738,0.37558685446,0.231147540984,0
0.591397849462,00415094339623,0.128083491461,0.200934579439,0.272300469484,0.183606557377,0
0.182795698925,000377358490566,0.192599620493,0.275700934579,0.43661971831,0.172131147541,0
0.827956989247,00169811320755,0.213472485769,0.257009345794,0.417840375587,0.167213114754,0
0.731182795699,0128301886792,0.203984819734,0.17523364486,0.380281690141,0.122819672131,0
0.548387096774,00169811320755,0.251423149905,0.261682242991,0.525821596244,0.139344262295,0
0.483870967742,00150943396226,0.192599620493,0.247663551402,0.338028169014,0.191803278689,0
0.698924731183,000377358490566,0.232447817837,0.327102803738,0.49765258216,0.181967213115,0
0.698924731183,000377358490566,0.147058823529,0.315420560748,0.356807511737,0.232786885246,0
0.376344086022,00150943396226,0.213472485769,0.163551401869,0.399061032864,0.108196721311,0
0.666666666667,00356603773585,0.190702087287,0.116822429907,0.30985915493,0967213114754,0
0.516129032258,000377358490566,0.222960151803,0.315420560748,0.37558685446,0.223114754098,0
0.720430107527,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.677419354839,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.720430107527,00301886792453,0.232447817837,0.226635514019,0.422535211268,0.144262295082,0
0.774193548387,00566037735849,0.175521821632,0.242990654206,0.37558685446,0.171885245902,0
0.602150537634,000188679245283,0.222960151803,0.184579439252,0.328638497653,0.145901639344,0
0.301075268817,00245283018868,0806451612903,0.168224299065,0.244131455399,0.167213114754,0
0.301075268817,000377358490566,0806451612903,0.121495327103,0.267605633803,0.114754098361,0
0.817204301075,000377358490566,0.147058823529,0.191588785047,0.319248826291,0.155737704918,0
0.688172043011,000377358490566,0.222960151803,0.296728971963,0.370892018779,0.211475409836,0
0.655913978495,00207547169811,0.156546489564,0.240654205607,0.389671361502,0.165573770492,0
0.365591397849,00356603773585,0.203984819734,0.184579439252,0.361502347418,0.134426229508,0
0.451612903226,000188679245283,0.190702087287,0.140186915888,0.352112676056,0.104918032787,0
0.397849462366,000754716981132,0.222960151803,0.233644859813,0.43661971831,0.147540983607,0
0.505376344086,000188679245283,0.190702087287,0.273364485981,0.338028169014,0.211475409836,0
0.365591397849,00433962264151,0.222960151803,0.299065420561,0.431924882629,0.188524590164,0
0.827956989247,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.666666666667,00490566037736,0.118595825427,0.294392523364,0.413145539906,0.193442622951,0
0.548387096774,00207547169811,0.251423149905,0.366822429907,0.469483568075,0.216393442623,0
0.720430107527,000188679245283,0.166034155598,0.182242990654,0.272300469484,0.167213114754,0
0.247311827957,00622641509434,0.109108159393,0.158878504673,0.319248826291,0.127868852459,0
0.666666666667,000754716981132,0.128083491461,0.264018691589,0.389671361502,0.181967213115,0
0.720430107527,000566037735849,0.203984819734,0.226635514019,0.31455399061,0.185245901639,0
0.645161290323,00283018867925,0.156546489564,0.254672897196,0.352112676056,0.190163934426,0
0.623655913978,00132075471698,0.147058823529,0.296728971963,0.413145539906,0.195081967213,0
0.602150537634,00188679245283,0.147058823529,0.165887850467,0.366197183099,0.119672131148,0
0.602150537634,000188679245283,0.203984819734,0.345794392523,0.384976525822,0.240983606557,0
0.623655913978,00433962264151,0.185009487666,0.168224299065,0.234741784038,0.172131147541,0
0.258064516129,000566037735849,0.289373814042,0.296728971963,0.37558685446,0.209885245902,0
0.258064516129,000754716981132,0.213472485769,0.245327102804,0.352112676056,0.183606557377,0
0.322580645161,00356603773585,0.270398481973,0.366822429907,0.582159624413,0.17868852459,0
0.376344086022,00356603773585,0.190702087287,0.217289719626,0.267605633803,0.201639344262,0
0.763440860215,000754716981132,0.190702087287,0.429906542056,0.492957746479,0.24262295082,0
0.516129032258,000188679245283,0.232447817837,0.25,0.417840375587,0.160655737705,0
0.752688172043,000188679245283,0.128083491461,0.275700934579,0.319248826291,0.222950819672,0
0.354838709677,000188679245283,0.365275142315,0.46261682243,0.549295774648,0.237704918033,0
0.301075268817,000188679245283,0.289373814042,0.327102803738,0.741784037559,0.127868852459,0
0.731182795699,00150943396226,0.222960151803,0.165887850467,0.366197183099,0.119672131148,0
0.731182795699,9.43396226415e-05,0.241935483871,0.21261682243,0.323943661972,0.170491803279,0
0.548387096774,00132075471698,0.185009487666,0.193925233645,0.328638497653,0.154098360656,0
0.333333333333,000943396226415,0.279886148008,0.385514018692,0.765258215962,0.147540983607,0
0.333333333333,000188679245283,0.175521821632,0.289719626168,0.267605633803,0.26393442623,0
0.774193548387,00188679245283,0.147058823529,0.172897196262,0.291079812207,0.150819672131,0
0.774193548387,000188679245283,0.166034155598,0.315420560748,0.370892018779,0.226229508197,0
0.774193548387,000188679245283,0.185009487666,0.443925233645,0.389671361502,0.304918032787,0
0.301075268817,000188679245283,0.203984819734,0.193925233645,0.399061032864,0.127868852459,0
0.537634408602,0452830188679,0332068311195,00233644859813,0.37558685446,0016393442623,1
0.709677419355,00358490566038,0.190702087287,0.35046728972,0.441314553991,0.218032786885,0
0.258064516129,00924528301887,0.190702087287,0.168224299065,0.342723004695,0.127868852459,0
0.333333333333,00452830188679,0.190702087287,0.133177570093,0.145539906103,0.191803278689,0
0.333333333333,9.43396226415e-05,0.128083491461,0.320093457944,0.323943661972,0.254098360656,0
0.279569892473,00356603773585,0.213472485769,0.228971962617,0.323943661972,0.181967213115,0
0.344086021505,00356603773585,0.190702087287,0.198598130841,0.31455399061,0.162295081967,0
0.344086021505,0301886792453,0.156546489564,0.170560747664,0.380281690141,0.119540983607,0
0.623655913978,00283018867925,0.192599620493,0.17523364486,0.24882629108,0.172131147541,0
0.827956989247,00188679245283,0.213472485769,0.219626168224,0.399061032864,0.147540983607,0
0.677419354839,00283018867925,0.260910815939,0.299065420561,0.455399061033,0.17868852459,0
0.752688172043,00358490566038,0.109108159393,0.13785046729,0.286384976526,0.12131147541,0
0.58064516129,00301886792453,0.156546489564,0.172897196262,0.215962441315,0.186885245902,0
0.58064516129,9.43396226415e-05,0.185009487666,0.343457943925,0.422535211268,0.219672131148,0
0.655913978495,000754716981132,0.203984819734,0.193925233645,0.413145539906,0.126229508197,0
0.172043010753,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.365591397849,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.365591397849,00283018867925,0.185009487666,0.21261682243,0.384976525822,0.149180327869,0
0.591397849462,00356603773585,0.192599620493,0.259345794393,0.352112676056,0.193442622951,0
0.268817204301,00245283018868,0.232447817837,0.303738317757,0.492957746479,0.172131147541,0
0.784946236559,00188679245283,0.166034155598,0.240654205607,0.333333333333,0.188524590164,0
0.978494623656,000566037735849,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.838709677419,00392452830189,0.203984819734,0.221962616822,0.384976525822,0.155737704918,0
0.741935483871,00169811320755,0.166034155598,0.214953271028,0.295774647887,0.185245901639,0
0.440860215054,00622641509434,0.156546489564,0.126168224299,0.333333333333,0983606557377,0
0.806451612903,000566037735849,0.213472485769,0.336448598131,0.380281690141,0.23606557377,0
0.806451612903,0022641509434,0.232447817837,0.306074766355,0.455399061033,0.185245901639,0
0.623655913978,000566037735849,0.192599620493,0.18691588785,0.323943661972,0.149180327869,0
0.795698924731,00188679245283,0.137571157495,0.278037383178,0.286384976526,0.247540983607,0
0.559139784946,000566037735849,0.109108159393,0.240654205607,0.338028169014,0.185245901639,0
0.483870967742,00207547169811,0.270398481973,0.28738317757,0.389671361502,0.196721311475,0
0.741935483871,000566037735849,0.166034155598,0.224299065421,0.347417840376,0.168852459016,0
0.795698924731,00339622641509,0.185009487666,0.191588785047,0.333333333333,0.149180327869,0
0.795698924731,00452830188679,0.241935483871,0.247663551402,0.399061032864,0.16393442623,0
0.795698924731,000566037735849,0.192599620493,0.268691588785,0.356807511737,0.198360655738,0
0.602150537634,00283018867925,0.232447817837,0.310747663551,0.389671361502,0.213114754098,0
0.430107526882,000566037735849,0.213472485769,0.254672897196,0.300469483568,0.216393442623,0
0.268817204301,00433962264151,0.166034155598,0.21261682243,0.469483568075,0.124590163934,0
0.236559139785,00132075471698,0.175521821632,0.266355140187,0.328638497653,0.209836065574,0
0.752688172043,00679245283019,0.156546489564,0.203271028037,0.399061032864,0.137704918033,0
0.333333333333,000566037735849,0.279886148008,0.231308411215,0.446009389671,0.14262295082,0
0.752688172043,000566037735849,0.213472485769,0.275700934579,0.286384976526,0.240983606557,0
0.752688172043,000566037735849,0.192599620493,0.273364485981,0.394366197183,0.186885245902,0
0.655913978495,000566037735849,0.185009487666,0.203271028037,0.328638497653,0.159016393443,0
0.569892473118,000566037735849,0.213472485769,0.308411214953,0.295774647887,0.26393442623,0
0.516129032258,00150943396226,0.232447817837,0.474299065421,0.474178403756,0.275409836066,0
0.569892473118,00356603773585,0.190702087287,0.219626168224,0.511737089202,0.119672131148,0
0.548387096774,000566037735849,0.190702087287,0.296728971963,0,0.229508196721,0
0.47311827957,00169811320755,0.213472485769,0.317757009346,0.384976525822,0.203278688525,0
0.634408602151,000566037735849,0.166034155598,0.261682242991,0.380281690141,0.183606557377,0
0.688172043011,0279056603774,0.137571157495,0.13785046729,0.30985915493,0.114754098361,0
0.763440860215,00132075471698,0.185009487666,0.18691588785,0.352112676056,0.139344262295,0
0.569892473118,0132075471698,0.190702087287,0.217289719626,0.370892018779,0.15737704918,0
0.215053763441,00356603773585,0.289373814042,0.255093457944,0.37558685446,0.180442622951,0
0.215053763441,00169811320755,0.166034155598,0.191588785047,0.262910798122,0.181967213115,0
0.215053763441,000566037735849,0.241935483871,0.242990654206,0.399061032864,0.162295081967,0
0.774193548387,00471698113208,0.192599620493,0.282710280374,0.394366197183,0.191803278689,0
0.612903225806,00245283018868,0.175521821632,0.14953271028,0.361502347418,0.108196721311,0
0.602150537634,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.365591397849,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.634408602151,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.591397849462,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.537634408602,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.58064516129,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.333333333333,00339622641509,0.203984819734,0.231308411215,0.441314553991,0.144262295082,0
0.548387096774,000471698113208,0.190702087287,0.273364485981,0.342723004695,0.208196721311,0
0.634408602151,0111320754717,0.190702087287,0.289719626168,0.441314553991,0.17868852459,0
0.817204301075,00169811320755,0.190702087287,0.301401869159,0.258215962441,0.285245901639,0
0.397849462366,00169811320755,0.222960151803,0.207943925234,0.37558685446,0.147098360656,0
0.774193548387,00150943396226,0.175521821632,0.278037383178,0.384976525822,0.191803278689,0
0.849462365591,00392452830189,0.128083491461,0.254672897196,0.366197183099,0.185245901639,0
0.559139784946,00188679245283,0.203984819734,0.247663551402,0.328638497653,0.195081967213,0
0.408602150538,00283018867925,0.175521821632,0.233644859813,0.319248826291,0.190163934426,0
0.817204301075,00301886792453,0.213472485769,0.331775700935,0.356807511737,0.245901639344,0
0.204301075269,00301886792453,0.222960151803,0.21261682243,0.342723004695,0.162295081967,0
0.569892473118,00301886792453,0.270398481973,0.264018691589,0.413145539906,0.172131147541,0
0.817204301075,00356603773585,0.241935483871,0.255093457944,0.37558685446,0.180442622951,0
0.731182795699,0022641509434,0.213472485769,0.310747663551,0.413145539906,0.204918032787,0
0.483870967742,00471698113208,0.190702087287,0.25,0.431924882629,0.15737704918,0
0.537634408602,00264150943396,0.190702087287,0.348130841121,0.399061032864,0.229508196721,0
0.462365591398,00356603773585,0.190702087287,0.271028037383,0.356807511737,0.2,0
0.720430107527,0490566037736,0237191650854,00934579439252,0.286384976526,00918032786885,1
0.612903225806,00245283018868,0.190702087287,0.282710280374,0.347417840376,0.213114754098,0
0.376344086022,00356603773585,0.166034155598,0.18691588785,0.37558685446,0.132229508197,0
0.268817204301,00264150943396,0.137571157495,0.205607476636,0.333333333333,0.160655737705,0
0.645161290323,00356603773585,0.185009487666,0.338785046729,0.37558685446,0.23962295082,0
0.516129032258,00452830188679,0.251423149905,0.21261682243,0.37558685446,0.150819672131,0
0.741935483871,00188679245283,0.185009487666,0.207943925234,0.356807511737,0.154098360656,0
0.655913978495,0022641509434,0.190702087287,0.191588785047,0.333333333333,0.150819672131,0
0.591397849462,00358490566038,0.190702087287,0.296728971963,0.399061032864,0.198360655738,0
0.709677419355,00150943396226,0.213472485769,0.238317757009,0.399061032864,0.160655737705,0
0.47311827957,000377358490566,0.192599620493,0.231308411215,0.305164319249,0.195081967213,0
0.333333333333,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.559139784946,00207547169811,0.203984819734,0.189252336449,0.399061032864,0.126229508197,0
0.47311827957,000377358490566,0.185009487666,0.306074766355,0.370892018779,0.219672131148,0
0.397849462366,000377358490566,0.185009487666,0.177570093458,0.30985915493,0.147540983607,0
0.774193548387,000377358490566,0.232447817837,0.31308411215,0.328638497653,0.247540983607,0
0.655913978495,00245283018868,0.166034155598,0.257009345794,0.328638497653,0.203278688525,0
0.387096774194,0509433962264,0.156546489564,0.198598130841,0.37558685446,0.140491803279,0
0.365591397849,0022641509434,0.175521821632,0.217289719626,0.427230046948,0.139344262295,0
0.365591397849,0022641509434,0.185009487666,0.203271028037,0.37558685446,0.143786885246,0
0.365591397849,000377358490566,0901328273245,0.154205607477,0.323943661972,0.124590163934,0
0.860215053763,00264150943396,0.185009487666,0.221962616822,0.474178403756,0.129508196721,0
0.860215053763,000377358490566,0.203984819734,0.306074766355,0.276995305164,0.277049180328,0
0.655913978495,00150943396226,0.118595825427,0.252336448598,0.43661971831,0.15737704918,0
0.52688172043,00584905660377,0.175521821632,0.17523364486,0.286384976526,0.155737704918,0
0.655913978495,00356603773585,0.241935483871,0.327102803738,0.37558685446,0.23137704918,0
0.279569892473,00433962264151,0.241935483871,0.228971962617,0.37558685446,0.161967213115,0
0.387096774194,00356603773585,0.403225806452,0.432242990654,0.361502347418,0.314754098361,0
0.537634408602,00356603773585,0.190702087287,0.161214953271,0.319248826291,0.131147540984,0
0.741935483871,00301886792453,0.166034155598,0.245327102804,0.431924882629,0.155737704918,0
0.548387096774,000377358490566,0.190702087287,0.240654205607,0.366197183099,0.173770491803,0
0.494623655914,00603773584906,0.166034155598,0.217289719626,0.422535211268,0.139344262295,0
0.301075268817,00150943396226,0.289373814042,0.390186915888,0.610328638498,0.183606557377,0
0.279569892473,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.333333333333,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
0.548387096774,00356603773585,0.190702087287,0.255093457944,0.37558685446,0.180442622951,0
